année académique plan,semestre plan,code matière,matière,section responsable,type d'enseignement,nb étudiants,jour,heure début séance,heure fin séance,espace (code),nb.places dans l'espace,nombre total d'espaces,nombre total de places,overbooking
2023-2024,HIVER,ENV-524,Risques hydrologiques et aménagements,Sciences et ingénierie de l'environnement,Cours,19,friday,08:15,09:00,CM1111,24,2,108,non
2023-2024,HIVER,ENV-524,Risques hydrologiques et aménagements,Sciences et ingénierie de l'environnement,Cours,19,friday,08:15,09:00,GRB330,84,2,108,non
2023-2024,HIVER,ENV-524,Risques hydrologiques et aménagements,Sciences et ingénierie de l'environnement,Projet,19,friday,09:15,11:00,CM1111,24,2,108,non
2023-2024,HIVER,ENV-524,Risques hydrologiques et aménagements,Sciences et ingénierie de l'environnement,Projet,19,friday,09:15,11:00,GRB330,84,2,108,non
2023-2024,HIVER,ENV-525,Physics and hydrology of snow,Sciences et ingénierie de l'environnement,Cours,49,thursday,14:15,16:00,GRB330,84,1,84,non
2023-2024,HIVER,ENV-525,Physics and hydrology of snow,Sciences et ingénierie de l'environnement,Exercices,49,thursday,16:15,18:00,GRB330,84,2,110,non
2023-2024,HIVER,ENV-525,Physics and hydrology of snow,Sciences et ingénierie de l'environnement,Exercices,49,thursday,16:15,18:00,GRC002,26,2,110,non
2023-2024,HIVER,ENV-540,Image processing for Earth observation,Sciences et ingénierie de l'environnement,Cours,95,friday,09:15,11:00,INF3,128,1,128,non
2023-2024,HIVER,ENV-540,Image processing for Earth observation,Sciences et ingénierie de l'environnement,Exercices,95,friday,11:15,12:00,INF3,128,1,128,non
2023-2024,HIVER,ENV-549,Irrigation and drainage engineering,Sciences et ingénierie de l'environnement,Cours,16,tuesday,12:15,14:00,CM1221,64,1,64,non
2023-2024,HIVER,ENV-549,Irrigation and drainage engineering,Sciences et ingénierie de l'environnement,Exercices,16,tuesday,14:15,16:00,CM1221,64,1,64,non
2023-2024,HIVER,FIN-401,Introduction to finance,Ingénierie financière,Cours,120,thursday,13:15,15:00,SG0211,112,1,112,oui
2023-2024,HIVER,FIN-401,Introduction to finance,Ingénierie financière,Exercices,120,friday,13:15,15:00,CM1105,114,1,114,oui
2023-2024,HIVER,FIN-403,Econometrics,Ingénierie financière,Cours,86,thursday,15:15,17:00,BS150,64,1,64,oui
2023-2024,HIVER,FIN-403,Econometrics,Ingénierie financière,Exercices,86,tuesday,16:15,18:00,BS270,72,1,72,oui
2023-2024,HIVER,FIN-406,Macrofinance,Ingénierie financière,Cours,41,monday,08:15,12:00,BS270,72,1,72,non
2023-2024,HIVER,FIN-406,Macrofinance,Ingénierie financière,Exercices,41,monday,10:15,12:00,BS270,72,1,72,non
2023-2024,HIVER,FIN-411,Accounting for finance,Ingénierie financière,Cours,92,thursday,09:15,12:00,ODY016,80,1,80,oui
2023-2024,HIVER,FIN-414,Optimization methods,Ingénierie financière,Cours,59,wednesday,09:15,12:00,BS170,100,1,100,non
2023-2024,HIVER,FIN-414,Optimization methods,Ingénierie financière,Exercices,59,wednesday,13:15,15:00,BS270,72,1,72,non
2023-2024,HIVER,FIN-415,Probability and stochastic calculus,Ingénierie financière,Cours,119,tuesday,08:15,11:00,SG0211,112,1,112,oui
2023-2024,HIVER,FIN-415,Probability and stochastic calculus,Ingénierie financière,Exercices,119,tuesday,13:15,15:00,SG0211,112,1,112,oui
2023-2024,HIVER,FIN-416,Interest rate and credit risk models,Ingénierie financière,Cours,49,wednesday,09:15,12:00,EXTRANEF126,48,1,48,oui
2023-2024,HIVER,FIN-416,Interest rate and credit risk models,Ingénierie financière,Exercices,49,thursday,13:15,15:00,EXTRANEF126,48,1,48,oui
2023-2024,HIVER,FIN-417,Quantitative risk management,Ingénierie financière,Cours,57,monday,10:15,12:00,EXTRANEF126,48,1,48,oui
2023-2024,HIVER,FIN-417,Quantitative risk management,Ingénierie financière,Exercices,57,tuesday,13:15,15:00,BS270,72,1,72,non
2023-2024,HIVER,FIN-419,Ethical behavior in the financial industry,Ingénierie financière,Cours,28,thursday,09:15,12:00,EXTRANEF126,48,1,48,non
2023-2024,HIVER,FIN-423,Financial machine learning projects,Ingénierie financière,Cours,20,friday,08:15,10:00,EXTRANEF126,48,1,48,non
2023-2024,HIVER,FIN-423,Financial machine learning projects,Ingénierie financière,Projet,20,friday,10:15,11:00,EXTRANEF126,48,1,48,non
2023-2024,HIVER,FIN-474,Advanced risk management topics,Ingénierie financière,Cours,18,friday,13:15,16:00,BS270,72,1,72,non
2023-2024,HIVER,FIN-503,Advanced derivatives,Ingénierie financière,Cours,47,monday,13:15,15:00,EXTRANEF126,48,1,48,non
2023-2024,HIVER,FIN-503,Advanced derivatives,Ingénierie financière,Exercices,47,monday,15:15,16:00,EXTRANEF126,48,1,48,non
2023-2024,HIVER,FIN-522,Venture capital,Ingénierie financière,Cours,57,thursday,16:15,19:00,CE3,214,2,293,non
2023-2024,HIVER,FIN-522,Venture capital,Ingénierie financière,Cours,57,thursday,16:15,19:00,INR219,79,2,293,non
2023-2024,HIVER,FIN-523,Global business environment,Ingénierie financière,Cours,147,monday,13:15,17:00,CM4,129,1,258,non
2023-2024,HIVER,FIN-523,Global business environment,Ingénierie financière,Exercices,147,monday,13:15,15:00,CM4,129,1,258,non
2023-2024,HIVER,FIN-525,Financial big data,Ingénierie financière,Cours,56,wednesday,13:15,16:00,MAA112,48,1,48,oui
2023-2024,HIVER,HUM-114,"Science, technologie et société A",Programme Sciences humaines et sociales,Cours,31,tuesday,15:15,17:00,INF213,54,1,54,non
2023-2024,HIVER,HUM-201,Enjeux politiques contemporains A,Programme Sciences humaines et sociales,Cours,76,tuesday,15:15,17:00,MAB111,84,1,84,non
2023-2024,HIVER,HUM-202,Pratiques artistiques A,Programme Sciences humaines et sociales,Cours,30,tuesday,15:15,17:00,CM1100,49,1,49,non
2023-2024,HIVER,HUM-203(a),Histoire de l'Asie contemporaine A,Programme Sciences humaines et sociales,Cours,79,tuesday,15:15,17:00,INM200,79,1,79,non
2023-2024,HIVER,HUM-204,"Médias, communication et culture",Programme Sciences humaines et sociales,Cours,55,tuesday,15:15,17:00,CM1105,114,1,114,non
2023-2024,HIVER,HUM-207(a),Ethique sociale et politique A,Programme Sciences humaines et sociales,Cours,33,tuesday,15:15,17:00,CM011,56,1,56,non
2023-2024,HIVER,HUM-208,État et droits humains,Programme Sciences humaines et sociales,Cours,52,tuesday,15:15,17:00,CHB330,68,1,68,non
2023-2024,HIVER,HUM-213,Psychologie cognitive A,Programme Sciences humaines et sociales,Cours,80,tuesday,15:15,17:00,BC01,84,1,84,non
2023-2024,HIVER,HUM-215,Méditerranée: grands textes et mythes fondateurs A,Programme Sciences humaines et sociales,Cours,80,tuesday,15:15,17:00,INJ218,96,1,96,non
2023-2024,HIVER,HUM-216,Philosophie de la biologie,Programme Sciences humaines et sociales,Cours,80,tuesday,15:15,17:00,CM1106,64,1,64,oui
2023-2024,HIVER,HUM-218,Psychologie sociale A,Programme Sciences humaines et sociales,Cours,80,tuesday,15:15,17:00,BS160,100,1,100,non
2023-2024,HIVER,HUM-219,Science et littérature C,Programme Sciences humaines et sociales,Cours,17,tuesday,13:15,15:00,CHB330,68,1,68,non
2023-2024,HIVER,HUM-220,Travail et organisations,Programme Sciences humaines et sociales,Cours,73,tuesday,15:15,17:00,INM202,86,1,86,non
2023-2024,HIVER,HUM-221(a),Histoire des énergies et des transports A,Programme Sciences humaines et sociales,Cours,79,tuesday,15:15,17:00,CE1106,99,1,99,non
2023-2024,HIVER,HUM-222,Pratiques artistiques C,Programme Sciences humaines et sociales,Cours,18,tuesday,13:15,15:00,BC04,40,1,40,non
2023-2024,HIVER,HUM-233,Histoire et théorie du cinéma,Programme Sciences humaines et sociales,Cours,80,tuesday,15:15,17:00,MXF1,87,1,87,non
2023-2024,HIVER,HUM-241,Science et littérature A,Programme Sciences humaines et sociales,Cours,27,tuesday,15:15,17:00,MXG110,48,1,48,non
2023-2024,HIVER,HUM-242,Musicologie et histoire de la musique A,Programme Sciences humaines et sociales,Cours,63,tuesday,15:15,17:00,ELD020,78,1,78,non
2023-2024,HIVER,HUM-247,Iran contemporain,Programme Sciences humaines et sociales,Cours,80,tuesday,15:15,17:00,AAC137,82,1,82,non
2023-2024,HIVER,HUM-248(a),Histoire des relations internationales,Programme Sciences humaines et sociales,Cours,78,tuesday,15:15,17:00,BS260,72,1,72,oui
2023-2024,HIVER,HUM-249,Economie de la Chine,Programme Sciences humaines et sociales,Cours,11,tuesday,13:15,15:00,CE1101,64,1,64,non
2023-2024,HIVER,HUM-256,"Cerveau, esprit et société",Programme Sciences humaines et sociales,Cours,80,tuesday,15:15,17:00,CM5,129,1,129,non
2023-2024,HIVER,HUM-275,Psychologie évolutionniste,Programme Sciences humaines et sociales,Cours,79,tuesday,15:15,17:00,BS170,100,1,100,non
2023-2024,HIVER,HUM-279,Apprendre et collaborer en projet A,Programme Sciences humaines et sociales,Cours,80,tuesday,15:15,17:00,CE1105,72,1,72,oui
2023-2024,HIVER,HUM-311,"Culture visuelle, histoire des images",Programme Sciences humaines et sociales,Cours,7,tuesday,13:15,15:00,CE1100,64,2,113,non
2023-2024,HIVER,HUM-311,"Culture visuelle, histoire des images",Programme Sciences humaines et sociales,Cours,7,tuesday,13:15,15:00,CM012,49,2,113,non
2023-2024,HIVER,HUM-313,Musicologie et histoire de la musique C,Programme Sciences humaines et sociales,Cours,24,tuesday,13:15,15:00,DIA005,50,1,50,non
2023-2024,HIVER,HUM-314,Méditerranée: grands textes et mythes fondateurs C,Programme Sciences humaines et sociales,Cours,80,tuesday,13:15,15:00,INJ218,96,1,96,non
2023-2024,HIVER,HUM-315,Physique et philosophie au XXe siècle,Programme Sciences humaines et sociales,Cours,65,tuesday,13:15,15:00,GRB330,84,1,84,non
2023-2024,HIVER,HUM-317,Psychologie sociale C,Programme Sciences humaines et sociales,Cours,14,tuesday,13:15,15:00,MAB111,84,1,84,non
2023-2024,HIVER,HUM-318,"Sciences, raison et foi I",Programme Sciences humaines et sociales,Cours,80,tuesday,15:15,17:00,INR219,79,1,79,oui
2023-2024,HIVER,HUM-320,Professions et carrières,Programme Sciences humaines et sociales,Cours,23,tuesday,13:15,15:00,INR219,79,1,79,non
2023-2024,HIVER,HUM-330,Histoire des énergies et des transports B,Programme Sciences humaines et sociales,Cours,23,tuesday,13:15,15:00,SG0213,80,1,80,non
2023-2024,HIVER,HUM-341,Le Moyen-Orient : Histoire et enjeux contemporains,Programme Sciences humaines et sociales,Cours,80,tuesday,13:15,15:00,CE1103,65,1,65,oui
2023-2024,HIVER,HUM-342,Quelle économie pour demain ?,Programme Sciences humaines et sociales,Cours,14,tuesday,13:15,15:00,CM1106,64,1,64,non
2023-2024,HIVER,HUM-351,Becoming an ethical engineer,Programme Sciences humaines et sociales,Cours,25,tuesday,13:15,15:00,BS150,64,1,64,non
2023-2024,HIVER,HUM-352,Introduction au droit de la propriété intellectuelle,Programme Sciences humaines et sociales,Cours,57,tuesday,13:15,15:00,CM1105,114,1,114,non
2023-2024,HIVER,HUM-353,"Science, technologie et société C",Programme Sciences humaines et sociales,Cours,6,tuesday,13:15,15:00,MEB331,94,1,94,non
2023-2024,HIVER,HUM-357,Japon contemporain A,Programme Sciences humaines et sociales,Cours,59,tuesday,13:15,15:00,GCB331,70,1,70,non
2023-2024,HIVER,HUM-358,Sciences de la mémoire,Programme Sciences humaines et sociales,Cours,20,tuesday,13:15,15:00,BS160,100,1,100,non
2023-2024,HIVER,HUM-373,"Sport, dopage et sciences",Programme Sciences humaines et sociales,Cours,49,tuesday,13:15,15:00,INM200,79,1,79,non
2023-2024,HIVER,HUM-378,Créativité et design participatif,Programme Sciences humaines et sociales,Cours,46,tuesday,13:15,15:00,CM1121,100,1,100,non
2023-2024,HIVER,HUM-379,Anthropologie de l'urbain,Programme Sciences humaines et sociales,Cours,0,tuesday,13:15,15:00,CM5,129,1,129,non
2023-2024,HIVER,HUM-382,"Savoirs, connaissances, croyances II",Programme Sciences humaines et sociales,Cours,80,tuesday,13:15,15:00,BC01,84,1,84,non
2023-2024,HIVER,HUM-391,Le Moyen-Orient au prisme des « printemps arabes »,Programme Sciences humaines et sociales,Cours,76,tuesday,13:15,15:00,CE1106,99,1,99,non
2023-2024,HIVER,HUM-392,The Ethics and Law of Artificial Intelligence,Programme Sciences humaines et sociales,Cours,80,tuesday,13:15,15:00,BS170,100,1,100,non
2023-2024,HIVER,HUM-397,Design for sustainability I,Programme Sciences humaines et sociales,Cours,56,wednesday,16:15,18:00,PO01,180,1,180,non
2023-2024,HIVER,HUM-397,Design for sustainability I,Programme Sciences humaines et sociales,Projet,56,wednesday,18:15,19:00,PO01,180,1,180,non
2023-2024,HIVER,HUM-401,Pratiques artistiques I,Programme Sciences humaines et sociales,Cours,30,wednesday,16:15,18:00,INM203,38,1,38,non
2023-2024,HIVER,HUM-401,Pratiques artistiques I,Programme Sciences humaines et sociales,Projet,30,wednesday,18:15,19:00,INM203,38,1,38,non
2023-2024,HIVER,HUM-402,Experimental history of science I,Programme Sciences humaines et sociales,Cours,30,wednesday,16:15,18:00,CE1104,70,1,70,non
2023-2024,HIVER,HUM-402,Experimental history of science I,Programme Sciences humaines et sociales,Projet,30,wednesday,18:15,19:00,CE1104,70,1,70,non
2023-2024,HIVER,HUM-403,Experimental cognitive psychology I,Programme Sciences humaines et sociales,Cours,56,wednesday,16:15,18:00,INM10,62,1,62,non
2023-2024,HIVER,HUM-403,Experimental cognitive psychology I,Programme Sciences humaines et sociales,Projet,56,wednesday,18:15,19:00,INM10,62,1,62,non
2023-2024,HIVER,HUM-404,Culture médiatique I,Programme Sciences humaines et sociales,Cours,39,wednesday,16:15,18:00,BC04,40,1,40,non
2023-2024,HIVER,HUM-404,Culture médiatique I,Programme Sciences humaines et sociales,Projet,39,wednesday,18:15,19:00,BC04,40,1,40,non
2023-2024,HIVER,HUM-406,"Musique, politique, société I",Programme Sciences humaines et sociales,Cours,11,wednesday,16:15,18:00,DIA005,50,1,50,non
2023-2024,HIVER,HUM-406,"Musique, politique, société I",Programme Sciences humaines et sociales,Projet,11,wednesday,18:15,19:00,DIA005,50,1,50,non
2023-2024,HIVER,HUM-409,Penser la nature I,Programme Sciences humaines et sociales,Cours,50,wednesday,16:15,18:00,GRA332,59,1,59,non
2023-2024,HIVER,HUM-409,Penser la nature I,Programme Sciences humaines et sociales,Projet,50,wednesday,18:15,19:00,GRA332,59,1,59,non
2023-2024,HIVER,HUM-410,Droit et technique I,Programme Sciences humaines et sociales,Cours,59,wednesday,16:15,18:00,GRB330,84,1,84,non
2023-2024,HIVER,HUM-410,Droit et technique I,Programme Sciences humaines et sociales,Projet,59,wednesday,18:15,19:00,GRB330,84,1,84,non
2023-2024,HIVER,HUM-412,The ethics of engineering I,Programme Sciences humaines et sociales,Cours,60,wednesday,16:15,18:00,CM1106,64,1,64,non
2023-2024,HIVER,HUM-412,The ethics of engineering I,Programme Sciences humaines et sociales,Projet,60,wednesday,18:15,19:00,CM1106,64,1,64,non
2023-2024,HIVER,HUM-416,Hommes/machines I,Programme Sciences humaines et sociales,Cours,55,wednesday,16:15,18:00,ELD020,78,1,78,non
2023-2024,HIVER,HUM-416,Hommes/machines I,Programme Sciences humaines et sociales,Projet,55,wednesday,18:15,19:00,ELD020,78,1,78,non
2023-2024,HIVER,HUM-417,Philosophical perspectives on the exact sciences I,Programme Sciences humaines et sociales,Cours,60,wednesday,16:15,18:00,INR219,79,1,79,non
2023-2024,HIVER,HUM-417,Philosophical perspectives on the exact sciences I,Programme Sciences humaines et sociales,Projet,60,wednesday,18:15,19:00,INR219,79,1,79,non
2023-2024,HIVER,HUM-418,Histoire de l'image I,Programme Sciences humaines et sociales,Cours,19,wednesday,16:15,18:00,ELG120,48,1,48,non
2023-2024,HIVER,HUM-418,Histoire de l'image I,Programme Sciences humaines et sociales,Projet,19,wednesday,18:15,19:00,ELG120,48,1,48,non
2023-2024,HIVER,HUM-419,Mythes de la Méditerranée ancienne I,Programme Sciences humaines et sociales,Cours,60,wednesday,16:15,18:00,AAC132,60,1,60,non
2023-2024,HIVER,HUM-419,Mythes de la Méditerranée ancienne I,Programme Sciences humaines et sociales,Projet,60,wednesday,18:15,19:00,AAC132,60,1,60,non
2023-2024,HIVER,HUM-420,Psychologie sociale I,Programme Sciences humaines et sociales,Cours,60,wednesday,16:15,18:00,CE1103,65,1,65,non
2023-2024,HIVER,HUM-420,Psychologie sociale I,Programme Sciences humaines et sociales,Projet,60,wednesday,18:15,19:00,CE1103,65,1,65,non
2023-2024,HIVER,HUM-422,Understanding modern Switzerland I,Programme Sciences humaines et sociales,Cours,65,wednesday,16:15,18:00,MAA330,60,1,60,oui
2023-2024,HIVER,HUM-422,Understanding modern Switzerland I,Programme Sciences humaines et sociales,Projet,65,wednesday,18:15,19:00,MAA330,60,1,60,oui
2023-2024,HIVER,HUM-425,Critical thinking I,Programme Sciences humaines et sociales,Cours,34,wednesday,16:15,18:00,AAC137,82,1,82,non
2023-2024,HIVER,HUM-425,Critical thinking I,Programme Sciences humaines et sociales,Projet,34,wednesday,18:15,19:00,AAC137,82,1,82,non
2023-2024,HIVER,HUM-427,History of globalization I,Programme Sciences humaines et sociales,Cours,59,wednesday,16:15,18:00,GCB330,71,1,71,non
2023-2024,HIVER,HUM-427,History of globalization I,Programme Sciences humaines et sociales,Projet,59,wednesday,18:15,19:00,GCB330,71,1,71,non
2023-2024,HIVER,HUM-428,"Science, technologie et société I",Programme Sciences humaines et sociales,Cours,0,wednesday,16:15,18:00,CM012,49,1,49,non
2023-2024,HIVER,HUM-428,"Science, technologie et société I",Programme Sciences humaines et sociales,Projet,0,wednesday,18:15,19:00,CM012,49,1,49,non
2023-2024,HIVER,HUM-429,Philosophie des sciences de la vie I,Programme Sciences humaines et sociales,Cours,14,wednesday,16:15,18:00,CHB330,68,1,68,non
2023-2024,HIVER,HUM-429,Philosophie des sciences de la vie I,Programme Sciences humaines et sociales,Projet,14,wednesday,18:15,19:00,CHB330,68,1,68,non
2023-2024,HIVER,HUM-432,How people learn: Designing Learning Tools I,Programme Sciences humaines et sociales,Cours,59,wednesday,16:15,18:00,MED21522,60,1,60,non
2023-2024,HIVER,HUM-432,How people learn: Designing Learning Tools I,Programme Sciences humaines et sociales,Projet,59,wednesday,18:15,19:00,MED21522,60,1,60,non
2023-2024,HIVER,HUM-434,Chine: la renaissance d'une grande puissance I,Programme Sciences humaines et sociales,Cours,59,wednesday,16:15,18:00,CM013,60,1,60,non
2023-2024,HIVER,HUM-434,Chine: la renaissance d'une grande puissance I,Programme Sciences humaines et sociales,Projet,59,wednesday,18:15,19:00,CM013,60,1,60,non
2023-2024,HIVER,HUM-435,Gestion des organisations I,Programme Sciences humaines et sociales,Cours,60,wednesday,16:15,18:00,INM202,86,1,86,non
2023-2024,HIVER,HUM-435,Gestion des organisations I,Programme Sciences humaines et sociales,Projet,60,wednesday,18:15,19:00,INM202,86,1,86,non
2023-2024,HIVER,HUM-436,Sciences et religions I,Programme Sciences humaines et sociales,Cours,60,wednesday,16:15,18:00,CE5,98,1,98,non
2023-2024,HIVER,HUM-436,Sciences et religions I,Programme Sciences humaines et sociales,Projet,60,wednesday,18:15,19:00,CE5,98,1,98,non
2023-2024,HIVER,HUM-437,La recherche dans tous ses états I,Programme Sciences humaines et sociales,Cours,20,wednesday,16:15,18:00,Max412,48,1,48,non
2023-2024,HIVER,HUM-437,La recherche dans tous ses états I,Programme Sciences humaines et sociales,Projet,20,wednesday,18:15,19:00,Max412,48,1,48,non
2023-2024,HIVER,HUM-441,Création collective: arts-impro & ingénierie I,Programme Sciences humaines et sociales,Cours,24,wednesday,16:15,18:00,GRA331,50,1,50,non
2023-2024,HIVER,HUM-441,Création collective: arts-impro & ingénierie I,Programme Sciences humaines et sociales,Projet,24,wednesday,18:15,19:00,GRA331,50,1,50,non
2023-2024,HIVER,HUM-444,Contemporary Japan I,Programme Sciences humaines et sociales,Cours,53,wednesday,16:15,18:00,ELA2,88,1,88,non
2023-2024,HIVER,HUM-444,Contemporary Japan I,Programme Sciences humaines et sociales,Projet,53,wednesday,18:15,19:00,ELA2,88,1,88,non
2023-2024,HIVER,HUM-450,Histoire urbaine digitale: Lausanne Time Machine I,Programme Sciences humaines et sociales,Cours,20,wednesday,16:15,18:00,DIA004,50,1,50,non
2023-2024,HIVER,HUM-450,Histoire urbaine digitale: Lausanne Time Machine I,Programme Sciences humaines et sociales,Projet,20,wednesday,18:15,19:00,DIA004,50,1,50,non
2023-2024,HIVER,HUM-468,Montreux Jazz Memories: patrimoine & numérisation I,Programme Sciences humaines et sociales,Cours,40,wednesday,16:15,18:00,CM4,129,1,129,non
2023-2024,HIVER,HUM-468,Montreux Jazz Memories: patrimoine & numérisation I,Programme Sciences humaines et sociales,Projet,40,wednesday,18:15,19:00,CM4,129,1,129,non
2023-2024,HIVER,HUM-471,Economic growth and sustainability I,Programme Sciences humaines et sociales,Cours,79,wednesday,16:15,18:00,MXF1,87,1,87,non
2023-2024,HIVER,HUM-471,Economic growth and sustainability I,Programme Sciences humaines et sociales,Projet,79,wednesday,18:15,19:00,MXF1,87,1,87,non
2023-2024,HIVER,HUM-474,Presse et histoire numérique I,Programme Sciences humaines et sociales,Cours,25,wednesday,16:15,18:00,INM11,42,1,42,non
2023-2024,HIVER,HUM-474,Presse et histoire numérique I,Programme Sciences humaines et sociales,Projet,25,wednesday,18:15,19:00,INM11,42,1,42,non
2023-2024,HIVER,HUM-476,Transition écologique: entre théorie & pratique I,Programme Sciences humaines et sociales,Cours,30,wednesday,16:15,18:00,BC01,84,1,84,non
2023-2024,HIVER,HUM-476,Transition écologique: entre théorie & pratique I,Programme Sciences humaines et sociales,Projet,30,wednesday,18:15,19:00,BC01,84,1,84,non
2023-2024,HIVER,HUM-478,Emotion and value I,Programme Sciences humaines et sociales,Cours,45,wednesday,16:15,18:00,CM1221,64,1,64,non
2023-2024,HIVER,HUM-478,Emotion and value I,Programme Sciences humaines et sociales,Projet,45,wednesday,18:15,19:00,CM1221,64,1,64,non
2023-2024,HIVER,HUM-500,International migration and emerging Asia I,Programme Sciences humaines et sociales,Cours,59,wednesday,16:15,18:00,BS150,64,1,64,non
2023-2024,HIVER,HUM-500,International migration and emerging Asia I,Programme Sciences humaines et sociales,Projet,59,wednesday,18:15,19:00,BS150,64,1,64,non
2023-2024,HIVER,MATH-100(a),Analyse avancée I,Mathématiques,Cours,230,monday,10:15,12:00,CE6,308,1,308,non
2023-2024,HIVER,MATH-100(a),Analyse avancée I,Mathématiques,Cours,230,wednesday,13:15,15:00,CO1,342,1,342,non
2023-2024,HIVER,MATH-100(a),Analyse avancée I,Mathématiques,Exercices,230,tuesday,14:15,16:00,CM010,48,6,299,non
2023-2024,HIVER,MATH-100(a),Analyse avancée I,Mathématiques,Exercices,230,tuesday,14:15,16:00,CM09,40,6,299,non
2023-2024,HIVER,MATH-100(a),Analyse avancée I,Mathématiques,Exercices,230,tuesday,14:15,16:00,CO015,40,6,299,non
2023-2024,HIVER,MATH-100(a),Analyse avancée I,Mathématiques,Exercices,230,tuesday,14:15,16:00,CO016,40,6,299,non
2023-2024,HIVER,MATH-100(a),Analyse avancée I,Mathématiques,Exercices,230,tuesday,14:15,16:00,GCA331,60,6,299,non
2023-2024,HIVER,MATH-100(a),Analyse avancée I,Mathématiques,Exercices,230,tuesday,14:15,16:00,GCB330,71,6,299,non
2023-2024,HIVER,MATH-100(a),Analyse avancée I,Mathématiques,Exercices,230,thursday,13:15,15:00,CE1101,64,8,365,non
2023-2024,HIVER,MATH-100(a),Analyse avancée I,Mathématiques,Exercices,230,thursday,13:15,15:00,CE1104,70,8,365,non
2023-2024,HIVER,MATH-100(a),Analyse avancée I,Mathématiques,Exercices,230,thursday,13:15,15:00,CO010,40,8,365,non
2023-2024,HIVER,MATH-100(a),Analyse avancée I,Mathématiques,Exercices,230,thursday,13:15,15:00,CO011,40,8,365,non
2023-2024,HIVER,MATH-100(a),Analyse avancée I,Mathématiques,Exercices,230,thursday,13:15,15:00,CO015,40,8,365,non
2023-2024,HIVER,MATH-100(a),Analyse avancée I,Mathématiques,Exercices,230,thursday,13:15,15:00,CO016,40,8,365,non
2023-2024,HIVER,MATH-100(a),Analyse avancée I,Mathématiques,Exercices,230,thursday,13:15,15:00,CO017,40,8,365,non
2023-2024,HIVER,MATH-100(a),Analyse avancée I,Mathématiques,Exercices,230,thursday,13:15,15:00,CO121,31,8,365,non
2023-2024,HIVER,MATH-100(b),Analyse avancée I,Mathématiques,Cours,348,monday,08:15,10:00,CO1,342,1,342,oui
2023-2024,HIVER,MATH-100(b),Analyse avancée I,Mathématiques,Cours,348,tuesday,12:15,14:00,CO1,342,1,342,oui
2023-2024,HIVER,MATH-100(b),Analyse avancée I,Mathématiques,Exercices,348,monday,14:15,16:00,CM1104,49,7,370,non
2023-2024,HIVER,MATH-100(b),Analyse avancée I,Mathématiques,Exercices,348,monday,14:15,16:00,GCA1416,23,7,370,non
2023-2024,HIVER,MATH-100(b),Analyse avancée I,Mathématiques,Exercices,348,monday,14:15,16:00,GCA331,60,7,370,non
2023-2024,HIVER,MATH-100(b),Analyse avancée I,Mathématiques,Exercices,348,monday,14:15,16:00,GCD0386,42,7,370,non
2023-2024,HIVER,MATH-100(b),Analyse avancée I,Mathématiques,Exercices,348,monday,14:15,16:00,GRB330,84,7,370,non
2023-2024,HIVER,MATH-100(b),Analyse avancée I,Mathématiques,Exercices,348,monday,14:15,16:00,GRC001,64,7,370,non
2023-2024,HIVER,MATH-100(b),Analyse avancée I,Mathématiques,Exercices,348,monday,14:15,16:00,MAA112,48,7,370,non
2023-2024,HIVER,MATH-100(b),Analyse avancée I,Mathématiques,Exercices,348,wednesday,08:15,10:00,CM010,48,9,368,non
2023-2024,HIVER,MATH-100(b),Analyse avancée I,Mathématiques,Exercices,348,wednesday,08:15,10:00,CM09,40,9,368,non
2023-2024,HIVER,MATH-100(b),Analyse avancée I,Mathématiques,Exercices,348,wednesday,08:15,10:00,CO010,40,9,368,non
2023-2024,HIVER,MATH-100(b),Analyse avancée I,Mathématiques,Exercices,348,wednesday,08:15,10:00,CO011,40,9,368,non
2023-2024,HIVER,MATH-100(b),Analyse avancée I,Mathématiques,Exercices,348,wednesday,08:15,10:00,CO015,40,9,368,non
2023-2024,HIVER,MATH-100(b),Analyse avancée I,Mathématiques,Exercices,348,wednesday,08:15,10:00,CO016,40,9,368,non
2023-2024,HIVER,MATH-100(b),Analyse avancée I,Mathématiques,Exercices,348,wednesday,08:15,10:00,CO017,40,9,368,non
2023-2024,HIVER,MATH-100(b),Analyse avancée I,Mathématiques,Exercices,348,wednesday,08:15,10:00,CO122,40,9,368,non
2023-2024,HIVER,MATH-100(b),Analyse avancée I,Mathématiques,Exercices,348,wednesday,08:15,10:00,CO124,40,9,368,non
2023-2024,HIVER,MATH-101(a),Analyse I,Mathématiques,Cours,243,monday,10:15,12:00,SG1,348,1,348,non
2023-2024,HIVER,MATH-101(a),Analyse I,Mathématiques,Cours,243,wednesday,08:15,10:00,CE6,308,1,308,non
2023-2024,HIVER,MATH-101(a),Analyse I,Mathématiques,Exercices,243,wednesday,10:15,12:00,CO010,40,6,248,non
2023-2024,HIVER,MATH-101(a),Analyse I,Mathématiques,Exercices,243,wednesday,10:15,12:00,CO011,40,6,248,non
2023-2024,HIVER,MATH-101(a),Analyse I,Mathématiques,Exercices,243,wednesday,10:15,12:00,CO015,40,6,248,non
2023-2024,HIVER,MATH-101(a),Analyse I,Mathématiques,Exercices,243,wednesday,10:15,12:00,CO016,40,6,248,non
2023-2024,HIVER,MATH-101(a),Analyse I,Mathématiques,Exercices,243,wednesday,10:15,12:00,CO017,40,6,248,non
