année académique plan,semestre plan,code matière,matière,section responsable,type d'enseignement,nb étudiants,jour,heure début séance,heure fin séance,espace (code),nb.places dans l'espace,nombre total d'espaces,nombre total de places,overbooking
2023-2024,HIVER,AR-101,Théorie et critique du projet BA1,Architecture,Cours,251,monday,10:15,12:00,CE4,233,1,233,oui
2023-2024,HIVER,AR-114,Modélisation numérique,Architecture,Cours,257,tuesday,15:15,18:00,CO3,218,1,218,oui
2023-2024,HIVER,AR-119,Art fundaments,Architecture,Cours,249,wednesday,08:15,09:00,AAC008,60,6,539,non
2023-2024,HIVER,AR-119,Art fundaments,Architecture,Cours,249,wednesday,08:15,09:00,AAC014,60,6,539,non
2023-2024,HIVER,AR-119,Art fundaments,Architecture,Cours,249,wednesday,08:15,09:00,AAC108,60,6,539,non
2023-2024,HIVER,AR-119,Art fundaments,Architecture,Cours,249,wednesday,08:15,09:00,AAC114,60,6,539,non
2023-2024,HIVER,AR-119,Art fundaments,Architecture,Cours,249,wednesday,08:15,09:00,AAC132,60,6,539,non
2023-2024,HIVER,AR-119,Art fundaments,Architecture,Cours,249,wednesday,08:15,09:00,BCH2201,239,6,539,non
2023-2024,HIVER,AR-119,Art fundaments,Architecture,Exercices,249,wednesday,09:15,10:00,AAC008,60,6,539,non
2023-2024,HIVER,AR-119,Art fundaments,Architecture,Exercices,249,wednesday,09:15,10:00,AAC014,60,6,539,non
2023-2024,HIVER,AR-119,Art fundaments,Architecture,Exercices,249,wednesday,09:15,10:00,AAC108,60,6,539,non
2023-2024,HIVER,AR-119,Art fundaments,Architecture,Exercices,249,wednesday,09:15,10:00,AAC114,60,6,539,non
2023-2024,HIVER,AR-119,Art fundaments,Architecture,Exercices,249,wednesday,09:15,10:00,AAC132,60,6,539,non
2023-2024,HIVER,AR-119,Art fundaments,Architecture,Exercices,249,wednesday,09:15,10:00,BCH2201,239,6,539,non
2023-2024,HIVER,AR-119,Art fundaments,Architecture,Exercices,249,wednesday,10:15,12:00,AAC008,60,6,539,non
2023-2024,HIVER,AR-119,Art fundaments,Architecture,Exercices,249,wednesday,10:15,12:00,AAC014,60,6,539,non
2023-2024,HIVER,AR-119,Art fundaments,Architecture,Exercices,249,wednesday,10:15,12:00,AAC108,60,6,539,non
2023-2024,HIVER,AR-119,Art fundaments,Architecture,Exercices,249,wednesday,10:15,12:00,AAC114,60,6,539,non
2023-2024,HIVER,AR-119,Art fundaments,Architecture,Exercices,249,wednesday,10:15,12:00,AAC132,60,6,539,non
2023-2024,HIVER,AR-119,Art fundaments,Architecture,Exercices,249,wednesday,10:15,12:00,BCH2201,239,6,539,non
2023-2024,HIVER,AR-129,Tomographie architecturale,Architecture,Cours,249,friday,08:15,10:00,SG1,348,1,348,non
2023-2024,HIVER,AR-129,Tomographie architecturale,Architecture,Exercices,249,friday,10:15,12:00,SG1,348,1,348,non
2023-2024,HIVER,AR-154,Histoire et théories de l'environnement I,Architecture,Cours,252,thursday,14:15,16:00,CO2,218,1,218,oui
2023-2024,HIVER,AR-211,Stéréotomie,Architecture,Cours,202,friday,08:15,10:00,PO01,180,1,180,oui
2023-2024,HIVER,AR-211,Stéréotomie,Architecture,Exercices,202,friday,10:15,12:00,PO01,180,1,180,oui
2023-2024,HIVER,AR-219,CAO avancée et modélisation intégrée DIM,Architecture,Cours,202,friday,13:15,15:00,CM2,190,1,190,oui
2023-2024,HIVER,AR-219,CAO avancée et modélisation intégrée DIM,Architecture,Exercices,202,friday,15:15,17:00,CM2,190,1,190,oui
2023-2024,HIVER,AR-225,History of architecture III/IV,Architecture,Cours,203,wednesday,13:15,17:00,CO2,218,1,218,non
2023-2024,HIVER,AR-241,Technologie du bâti III,Architecture,Cours,202,thursday,11:15,13:00,CE4,233,1,233,non
2023-2024,HIVER,AR-241,Technologie du bâti III,Architecture,Cours,202,thursday,14:15,17:00,CE1,214,1,214,non
2023-2024,HIVER,AR-301(a),Théorie et critique du projet BA5 (Viganò),Architecture,Projet,5,monday,08:15,12:00,CO121,31,1,31,non
2023-2024,HIVER,AR-329,Constructing the view: built images,Architecture,Cours,133,thursday,15:15,17:00,AAC231,144,1,144,non
2023-2024,HIVER,AR-329,Constructing the view: built images,Architecture,Exercices,133,thursday,17:15,19:00,AAC231,144,1,144,non
2023-2024,HIVER,AR-340,Technologie du bâti V,Architecture,Cours,131,wednesday,14:15,17:00,CM2,190,1,190,non
2023-2024,HIVER,AR-340,Technologie du bâti V,Architecture,Exercices,131,friday,09:15,12:00,CM4,129,1,129,oui
2023-2024,HIVER,AR-362,Théorie de l'urbanisme,Architecture,Cours,122,thursday,08:15,12:00,ELA1,122,1,122,non
2023-2024,HIVER,AR-365,Théorie et culture architecturales,Architecture,Cours,127,wednesday,08:15,12:00,CM4,129,1,129,non
2023-2024,HIVER,AR-413,Constructing the view: still life,Architecture,Cours,111,thursday,12:15,14:00,AAC231,144,1,144,non
2023-2024,HIVER,AR-434,Théories et techniques du projet de sauvegarde,Architecture,Cours,46,thursday,08:15,12:00,AAC120,60,1,60,non
2023-2024,HIVER,AR-439,UE F : Architecture et réhabilitation,Architecture,Cours,22,friday,13:15,16:00,AAC014,60,1,60,non
2023-2024,HIVER,AR-439,UE F : Architecture et réhabilitation,Architecture,Exercices,22,friday,16:15,18:00,AAC014,60,1,60,non
2023-2024,HIVER,AR-440,UE K : Architecture et durabilité : études de performances,Architecture,Cours,17,friday,13:15,16:00,AAC020,60,1,60,non
2023-2024,HIVER,AR-440,UE K : Architecture et durabilité : études de performances,Architecture,Exercices,17,friday,16:15,18:00,AAC020,60,1,60,non
2023-2024,HIVER,AR-442,Comfort and architecture: sustainable strategies,Architecture,Cours,34,friday,09:15,11:00,AAC114,60,2,117,non
2023-2024,HIVER,AR-442,Comfort and architecture: sustainable strategies,Architecture,Cours,34,friday,09:15,11:00,SG0217,57,2,117,non
2023-2024,HIVER,AR-442,Comfort and architecture: sustainable strategies,Architecture,Exercices,34,friday,11:15,12:00,AAC114,60,2,117,non
2023-2024,HIVER,AR-442,Comfort and architecture: sustainable strategies,Architecture,Exercices,34,friday,11:15,12:00,SG0217,57,2,117,non
2023-2024,HIVER,AR-455,Urbanisme et territoires,Architecture,Cours,23,wednesday,08:15,10:00,AAC020,60,1,60,non
2023-2024,HIVER,AR-456,Villes d'Asie,Architecture,Cours,0,wednesday,10:15,12:00,BC01,84,1,84,non
2023-2024,HIVER,AR-471,UE J : Territoire et paysage,Architecture,Cours,15,friday,13:15,16:00,AAC106,24,1,24,non
2023-2024,HIVER,AR-471,UE J : Territoire et paysage,Architecture,Exercices,15,friday,16:15,18:00,AAC106,24,1,24,non
2023-2024,HIVER,AR-476,UE U : Cartography,Architecture,Cours,31,friday,13:15,16:00,AAC114,60,1,60,non
2023-2024,HIVER,AR-476,UE U : Cartography,Architecture,Exercices,31,friday,16:15,18:00,AAC114,60,1,60,non
2023-2024,HIVER,AR-480,UE X : Experience design,Architecture,Cours,21,friday,13:15,16:00,DIA005,50,1,50,non
2023-2024,HIVER,AR-480,UE X : Experience design,Architecture,Exercices,21,friday,16:15,18:00,DIA005,50,1,50,non
2023-2024,HIVER,AR-481,Architecture in the age of acceleration,Architecture,Cours,62,wednesday,12:15,16:00,BS160,100,1,100,non
2023-2024,HIVER,AR-484,Introduction au BIM (Building Information Modeling),Architecture,Cours,94,wednesday,10:15,12:00,SG0211,112,1,112,non
2023-2024,HIVER,AR-485,Political economy of design,Architecture,Cours,12,friday,10:15,12:00,AAC120,60,1,60,non
2023-2024,HIVER,AR-489,Sociologie urbaine,Architecture,Cours,43,thursday,14:15,16:00,AAC120,60,1,60,non
2023-2024,HIVER,AR-497,Building design in the circular economy,Architecture,Cours,58,thursday,14:15,16:00,SG0213,80,1,80,non
2023-2024,HIVER,AR-498,La nouvelle architecture internationale en Suisse,Architecture,Cours,54,friday,08:15,10:00,AAC108,60,1,60,non
2023-2024,HIVER,AR-503,Digital design and making: A critical introduction,Architecture,Cours,28,thursday,16:15,18:00,AAC008,60,1,60,non
2023-2024,HIVER,AR-505,"Modernity, architecture and the environment",Architecture,Cours,41,friday,10:15,12:00,AAC014,60,1,60,non
2023-2024,HIVER,AR-515,UE C : Habitat et société,Architecture,Cours,23,friday,13:15,16:00,AAC108,60,1,60,non
2023-2024,HIVER,AR-515,UE C : Habitat et société,Architecture,Exercices,23,friday,16:15,18:00,AAC108,60,1,60,non
2023-2024,HIVER,AR-518,The origins of modern domestic space,Architecture,Cours,170,thursday,08:15,12:00,PO01,180,1,180,non
2023-2024,HIVER,AR-523,UE V : Visions et utopies,Architecture,Cours,14,friday,13:15,16:00,AAC008,60,1,60,non
2023-2024,HIVER,AR-523,UE V : Visions et utopies,Architecture,Exercices,14,friday,16:15,18:00,AAC008,60,1,60,non
2023-2024,HIVER,AR-529,Exquisite Corpse: Architecture Assembled,Architecture,Cours,43,wednesday,12:15,16:00,BS160,100,1,100,non
2023-2024,HIVER,AR-530,Habitat et typologie,Architecture,Cours,63,wednesday,08:15,10:00,AAC120,60,1,60,oui
2023-2024,HIVER,AR-532,Introduction to landscape and green space planning,Architecture,Cours,11,thursday,16:15,17:00,AAC120,60,1,60,non
2023-2024,HIVER,AR-532,Introduction to landscape and green space planning,Architecture,Projet,11,thursday,17:15,19:00,AAC120,60,1,60,non
2023-2024,HIVER,AR-597(a),Superstudio A,Architecture,Cours,122,tuesday,18:15,20:00,AAC231,144,1,144,non
2023-2024,HIVER,AR-597(a),Superstudio A,Architecture,Projet,122,tuesday,08:15,12:00,AAC231,144,1,144,non
2023-2024,HIVER,AR-597(a),Superstudio A,Architecture,Projet,122,tuesday,14:15,18:00,AAC231,144,1,144,non
2023-2024,HIVER,AR-597(a),Superstudio A,Architecture,Projet,122,wednesday,08:15,12:00,AAC231,144,1,144,non
2023-2024,HIVER,AR-597(a),Superstudio A,Architecture,Projet,122,wednesday,14:15,18:00,AAC231,144,1,144,non
2023-2024,HIVER,BIO-105,Cellular biology and biochemistry for engineers,Ingénierie des sciences du vivant,Cours,45,tuesday,14:15,16:00,INF119,54,1,54,non
2023-2024,HIVER,BIO-105,Cellular biology and biochemistry for engineers,Ingénierie des sciences du vivant,Exercices,45,tuesday,16:15,18:00,INF119,54,1,54,non
2023-2024,HIVER,BIO-203,Labo intégré en sciences de la vie I,Ingénierie des sciences du vivant,TP,166,tuesday,08:15,12:00,AI0111,30,3,111,oui
2023-2024,HIVER,BIO-203,Labo intégré en sciences de la vie I,Ingénierie des sciences du vivant,TP,166,tuesday,08:15,12:00,CO121,31,3,111,oui
2023-2024,HIVER,BIO-203,Labo intégré en sciences de la vie I,Ingénierie des sciences du vivant,TP,166,tuesday,08:15,12:00,DIA004,50,3,111,oui
2023-2024,HIVER,BIO-203,Labo intégré en sciences de la vie I,Ingénierie des sciences du vivant,TP,166,tuesday,13:15,15:00,AI0111,30,3,111,oui
2023-2024,HIVER,BIO-203,Labo intégré en sciences de la vie I,Ingénierie des sciences du vivant,TP,166,tuesday,13:15,15:00,CO121,31,3,111,oui
2023-2024,HIVER,BIO-203,Labo intégré en sciences de la vie I,Ingénierie des sciences du vivant,TP,166,tuesday,13:15,15:00,DIA004,50,3,111,oui
2023-2024,HIVER,BIO-203,Labo intégré en sciences de la vie I,Ingénierie des sciences du vivant,TP,166,friday,10:15,13:00,AI0111,30,2,61,oui
2023-2024,HIVER,BIO-203,Labo intégré en sciences de la vie I,Ingénierie des sciences du vivant,TP,166,friday,10:15,13:00,CO121,31,2,61,oui
2023-2024,HIVER,BIO-203,Labo intégré en sciences de la vie I,Ingénierie des sciences du vivant,TP,166,friday,14:15,17:00,AI0111,30,2,61,oui
2023-2024,HIVER,BIO-203,Labo intégré en sciences de la vie I,Ingénierie des sciences du vivant,TP,166,friday,14:15,17:00,CO121,31,2,61,oui
2023-2024,HIVER,BIO-205,Cellular and molecular biology I ,Ingénierie des sciences du vivant,Cours,178,thursday,10:15,12:00,CM1,184,1,184,non
2023-2024,HIVER,BIO-205,Cellular and molecular biology I ,Ingénierie des sciences du vivant,Exercices,178,monday,17:15,19:00,CE1100,64,5,364,non
2023-2024,HIVER,BIO-205,Cellular and molecular biology I ,Ingénierie des sciences du vivant,Exercices,178,monday,17:15,19:00,CE1101,64,5,364,non
2023-2024,HIVER,BIO-205,Cellular and molecular biology I ,Ingénierie des sciences du vivant,Exercices,178,monday,17:15,19:00,CE1103,65,5,364,non
2023-2024,HIVER,BIO-205,Cellular and molecular biology I ,Ingénierie des sciences du vivant,Exercices,178,monday,17:15,19:00,CE1105,72,5,364,non
2023-2024,HIVER,BIO-205,Cellular and molecular biology I ,Ingénierie des sciences du vivant,Exercices,178,monday,17:15,19:00,CE1106,99,5,364,non
2023-2024,HIVER,BIO-210,Applied software engineering for life sciences,Ingénierie des sciences du vivant,Cours,171,monday,10:15,12:00,CE12,187,1,187,non
2023-2024,HIVER,BIO-210,Applied software engineering for life sciences,Ingénierie des sciences du vivant,Exercices,171,monday,13:15,15:00,CO260,40,4,150,oui
2023-2024,HIVER,BIO-210,Applied software engineering for life sciences,Ingénierie des sciences du vivant,Exercices,171,monday,13:15,15:00,CO4,30,4,150,oui
2023-2024,HIVER,BIO-210,Applied software engineering for life sciences,Ingénierie des sciences du vivant,Exercices,171,monday,13:15,15:00,CO5,40,4,150,oui
2023-2024,HIVER,BIO-210,Applied software engineering for life sciences,Ingénierie des sciences du vivant,Exercices,171,monday,13:15,15:00,CO6,40,4,150,oui
2023-2024,HIVER,BIO-212,Biological chemistry I,Ingénierie des sciences du vivant,Cours,175,wednesday,10:15,12:00,CO3,218,1,218,non
2023-2024,HIVER,BIO-212,Biological chemistry I,Ingénierie des sciences du vivant,Exercices,175,thursday,08:15,10:00,CM1104,49,2,163,oui
2023-2024,HIVER,BIO-212,Biological chemistry I,Ingénierie des sciences du vivant,Exercices,175,thursday,08:15,10:00,CM1105,114,2,163,oui
2023-2024,HIVER,BIO-221,Cell and developmental biology for engineers,Ingénierie des sciences du vivant,Cours,39,monday,10:15,12:00,CM1104,49,1,49,non
2023-2024,HIVER,BIO-221,Cell and developmental biology for engineers,Ingénierie des sciences du vivant,Exercices,39,thursday,10:15,12:00,ELD020,78,1,78,non
2023-2024,HIVER,BIO-310,Immunologie,Ingénierie des sciences du vivant,Cours,30,thursday,08:15,10:00,CM5,129,1,129,non
2023-2024,HIVER,BIO-310,Immunologie,Ingénierie des sciences du vivant,Cours,30,friday,13:15,14:00,CE1105,72,1,72,non
2023-2024,HIVER,BIO-310,Immunologie,Ingénierie des sciences du vivant,Exercices,30,friday,14:15,15:00,CE1105,72,1,72,non
2023-2024,HIVER,BIO-311,Neuroscience,Ingénierie des sciences du vivant,Cours,117,thursday,10:15,12:00,AAC137,82,3,586,non
2023-2024,HIVER,BIO-311,Neuroscience,Ingénierie des sciences du vivant,Cours,117,thursday,10:15,12:00,CE1515,162,3,586,non
2023-2024,HIVER,BIO-311,Neuroscience,Ingénierie des sciences du vivant,Cours,117,thursday,10:15,12:00,CO1,342,3,586,non
2023-2024,HIVER,BIO-311,Neuroscience,Ingénierie des sciences du vivant,Exercices,117,monday,10:15,12:00,DIA003,48,3,176,non
2023-2024,HIVER,BIO-311,Neuroscience,Ingénierie des sciences du vivant,Exercices,117,monday,10:15,12:00,DIA004,50,3,176,non
2023-2024,HIVER,BIO-311,Neuroscience,Ingénierie des sciences du vivant,Exercices,117,monday,10:15,12:00,ELD020,78,3,176,non
2023-2024,HIVER,BIO-320,Morphologie I,Ingénierie des sciences du vivant,Cours,21,monday,10:15,12:00,ELG116,24,1,24,non
2023-2024,HIVER,BIO-320,Morphologie I,Ingénierie des sciences du vivant,Cours,21,thursday,10:15,11:00,BC02,40,1,40,non
2023-2024,HIVER,BIO-320,Morphologie I,Ingénierie des sciences du vivant,TP,21,thursday,11:15,12:00,BC02,40,1,40,non
2023-2024,HIVER,BIO-322,Introduction to machine learning for bioengineers,Ingénierie des sciences du vivant,Cours,83,wednesday,08:15,10:00,MXF1,87,1,87,non
2023-2024,HIVER,BIO-322,Introduction to machine learning for bioengineers,Ingénierie des sciences du vivant,Exercices,83,friday,15:15,17:00,CM5,129,1,129,non
2023-2024,HIVER,BIO-341,Dynamical systems in biology,Ingénierie des sciences du vivant,Cours,123,tuesday,15:15,17:00,CM4,129,1,129,non
2023-2024,HIVER,BIO-341,Dynamical systems in biology,Ingénierie des sciences du vivant,Exercices,123,friday,10:15,12:00,CO021,60,2,105,oui
2023-2024,HIVER,BIO-341,Dynamical systems in biology,Ingénierie des sciences du vivant,Exercices,123,friday,10:15,12:00,CO023,45,2,105,oui
2023-2024,HIVER,BIO-373,Genetics and genomics,Ingénierie des sciences du vivant,Cours,63,monday,13:15,15:00,INM10,62,1,62,oui
2023-2024,HIVER,BIO-373,Genetics and genomics,Ingénierie des sciences du vivant,Exercices,63,monday,15:15,16:00,INM10,62,1,62,oui
2023-2024,HIVER,BIO-373,Genetics and genomics,Ingénierie des sciences du vivant,Projet,63,monday,16:15,17:00,INM10,62,1,62,oui
2023-2024,HIVER,BIO-378,Travaux pratiques de physiologie I,Ingénierie des sciences du vivant,TP,119,thursday,13:15,17:00,AI0111,30,3,104,oui
2023-2024,HIVER,BIO-378,Travaux pratiques de physiologie I,Ingénierie des sciences du vivant,TP,119,thursday,13:15,17:00,DIA005,50,3,104,oui
2023-2024,HIVER,BIO-378,Travaux pratiques de physiologie I,Ingénierie des sciences du vivant,TP,119,thursday,13:15,17:00,ELG116,24,3,104,oui
2023-2024,HIVER,BIO-411,Life Sciences engineering: genome to function,Ingénierie des sciences du vivant,Cours,121,thursday,13:15,15:00,CM1,184,1,184,non
2023-2024,HIVER,BIO-411,Life Sciences engineering: genome to function,Ingénierie des sciences du vivant,Exercices,121,monday,16:15,18:00,SG0211,112,1,112,oui
2023-2024,HIVER,BIO-413,Planetary health,Ingénierie des sciences du vivant,Cours,23,monday,08:15,10:00,AAC132,60,1,60,non
2023-2024,HIVER,BIO-413,Planetary health,Ingénierie des sciences du vivant,Exercices,23,monday,10:15,12:00,AAC132,60,1,60,non
2023-2024,HIVER,BIO-441,Nutrition: from molecules to health,Ingénierie des sciences du vivant,Cours,17,tuesday,09:15,11:00,BC03,40,1,40,non
2023-2024,HIVER,BIO-441,Nutrition: from molecules to health,Ingénierie des sciences du vivant,Exercices,17,tuesday,11:15,13:00,BC03,40,1,40,non
2023-2024,HIVER,BIO-447,Stem cells and organoids,Ingénierie des sciences du vivant,Cours,117,friday,08:15,10:00,CM1105,114,1,114,oui
2023-2024,HIVER,BIO-447,Stem cells and organoids,Ingénierie des sciences du vivant,Exercices,117,friday,10:15,11:00,CM1105,114,1,114,oui
2023-2024,HIVER,BIO-449,Understanding statistics and experimental design,Ingénierie des sciences du vivant,Cours,50,monday,14:15,16:00,INJ218,96,1,96,non
2023-2024,HIVER,BIO-449,Understanding statistics and experimental design,Ingénierie des sciences du vivant,Exercices,50,monday,16:15,18:00,INJ218,96,1,96,non
2023-2024,HIVER,BIO-450,Molecular endocrinology,Ingénierie des sciences du vivant,Cours,21,tuesday,14:15,16:00,INF019,50,1,50,non
2023-2024,HIVER,BIO-450,Molecular endocrinology,Ingénierie des sciences du vivant,Exercices,21,tuesday,16:15,18:00,INF019,50,1,50,non
2023-2024,HIVER,BIO-455,Introduction au droit et à l'éthique,Ingénierie des sciences du vivant,Cours,29,tuesday,10:15,12:00,ELD020,78,1,78,non
2023-2024,HIVER,BIO-455,Introduction au droit et à l'éthique,Ingénierie des sciences du vivant,Exercices,29,tuesday,12:15,14:00,ELD020,78,1,78,non
2023-2024,HIVER,BIO-464,Scientific project design in cell and developmental biology,Ingénierie des sciences du vivant,Cours,6,wednesday,08:15,09:00,DIA004,50,1,50,non
2023-2024,HIVER,BIO-464,Scientific project design in cell and developmental biology,Ingénierie des sciences du vivant,Exercices,6,wednesday,09:15,12:00,DIA004,50,1,50,non
2023-2024,HIVER,BIO-467,Scientific literature analysis in bioengineering,Ingénierie des sciences du vivant,Cours,17,wednesday,08:15,09:00,INM203,38,1,38,non
2023-2024,HIVER,BIO-467,Scientific literature analysis in bioengineering,Ingénierie des sciences du vivant,Exercices,17,wednesday,09:15,12:00,INM203,38,1,38,non
2023-2024,HIVER,BIO-468,Scientific literature analysis in computational molecular biology,Ingénierie des sciences du vivant,Cours,6,wednesday,08:15,09:00,AI1142,12,2,52,non
2023-2024,HIVER,BIO-468,Scientific literature analysis in computational molecular biology,Ingénierie des sciences du vivant,Cours,6,wednesday,08:15,09:00,CO123,40,2,52,non
2023-2024,HIVER,BIO-468,Scientific literature analysis in computational molecular biology,Ingénierie des sciences du vivant,Exercices,6,wednesday,09:15,10:00,AI1142,12,2,52,non
2023-2024,HIVER,BIO-468,Scientific literature analysis in computational molecular biology,Ingénierie des sciences du vivant,Exercices,6,wednesday,09:15,10:00,CO123,40,2,52,non
2023-2024,HIVER,BIO-471,Cancer biology I,Ingénierie des sciences du vivant,Cours,34,monday,14:15,16:00,AAC132,60,1,60,non
2023-2024,HIVER,BIO-471,Cancer biology I,Ingénierie des sciences du vivant,Cours,34,wednesday,13:15,14:00,CE1103,65,1,65,non
2023-2024,HIVER,BIO-471,Cancer biology I,Ingénierie des sciences du vivant,Exercices,34,wednesday,14:15,16:00,CE1103,65,1,65,non
2023-2024,HIVER,BIO-479,Immunology - advances and therapeutic implications,Ingénierie des sciences du vivant,Cours,12,thursday,14:15,15:00,MXG110,48,1,48,non
2023-2024,HIVER,BIO-479,Immunology - advances and therapeutic implications,Ingénierie des sciences du vivant,Cours,12,friday,10:15,12:00,BC04,40,1,40,non
2023-2024,HIVER,BIO-479,Immunology - advances and therapeutic implications,Ingénierie des sciences du vivant,Exercices,12,thursday,15:15,17:00,MXG110,48,1,48,non
2023-2024,HIVER,BIO-480,Neuroscience: from molecular mechanisms to disease,Ingénierie des sciences du vivant,Cours,90,monday,14:15,15:00,AAC137,82,1,82,oui
2023-2024,HIVER,BIO-480,Neuroscience: from molecular mechanisms to disease,Ingénierie des sciences du vivant,Cours,90,friday,10:15,12:00,AAC132,60,2,142,non
2023-2024,HIVER,BIO-480,Neuroscience: from molecular mechanisms to disease,Ingénierie des sciences du vivant,Cours,90,friday,10:15,12:00,AAC137,82,2,142,non
2023-2024,HIVER,BIO-480,Neuroscience: from molecular mechanisms to disease,Ingénierie des sciences du vivant,Exercices,90,monday,15:15,17:00,AAC137,82,1,82,oui
2023-2024,HIVER,BIO-482,Neuroscience: cellular and circuit mechanisms,Ingénierie des sciences du vivant,Cours,94,wednesday,13:15,16:00,AAC137,82,1,82,oui
2023-2024,HIVER,BIO-482,Neuroscience: cellular and circuit mechanisms,Ingénierie des sciences du vivant,Exercices,94,friday,13:15,15:00,AAC137,82,1,82,oui
2023-2024,HIVER,BIO-488,Scientific project design in translational oncology,Ingénierie des sciences du vivant,Cours,16,wednesday,08:15,09:00,CM1104,49,1,49,non
2023-2024,HIVER,BIO-488,Scientific project design in translational oncology,Ingénierie des sciences du vivant,Exercices,16,wednesday,09:15,10:00,CM1104,49,1,49,non
2023-2024,HIVER,BIO-490,Entrepreneurship in life sciences,Ingénierie des sciences du vivant,Cours,21,thursday,08:15,10:00,AAC132,60,1,60,non
2023-2024,HIVER,BIO-490,Entrepreneurship in life sciences,Ingénierie des sciences du vivant,Exercices,21,thursday,10:15,12:00,AAC132,60,1,60,non
2023-2024,HIVER,BIO-493,Scientific project design in integrative neurosciences,Ingénierie des sciences du vivant,Cours,12,tuesday,09:15,10:00,ELD120,28,1,28,non
2023-2024,HIVER,BIO-493,Scientific project design in integrative neurosciences,Ingénierie des sciences du vivant,Exercices,12,tuesday,10:15,11:00,ELD120,28,1,28,non
2023-2024,HIVER,BIO-494,Scientific project design in drug discovery,Ingénierie des sciences du vivant,Cours,10,wednesday,08:15,09:00,AI1153,40,1,40,non
2023-2024,HIVER,BIO-494,Scientific project design in drug discovery,Ingénierie des sciences du vivant,Exercices,10,wednesday,09:15,10:00,AI1153,40,1,40,non
2023-2024,HIVER,BIO-497,Concept to early-stage Drug and MedTech products,Ingénierie des sciences du vivant,Cours,13,tuesday,16:15,18:00,MED01418,70,1,70,non
2023-2024,HIVER,BIO-497,Concept to early-stage Drug and MedTech products,Ingénierie des sciences du vivant,Exercices,13,thursday,16:15,18:00,ELA1,122,2,192,non
2023-2024,HIVER,BIO-497,Concept to early-stage Drug and MedTech products,Ingénierie des sciences du vivant,Exercices,13,thursday,16:15,18:00,MED01418,70,2,192,non
2023-2024,HIVER,BIOENG-399,Immunoengineering,Ingénierie des sciences du vivant,Cours,116,friday,08:15,10:00,AAC231,144,1,144,non
2023-2024,HIVER,BIOENG-399,Immunoengineering,Ingénierie des sciences du vivant,Exercices,116,wednesday,10:15,12:00,CE12,187,1,187,non
2023-2024,HIVER,BIOENG-421,Basics in bioinstrumentation,Ingénierie des sciences du vivant,Cours,11,friday,08:15,09:00,CO121,31,1,31,non
2023-2024,HIVER,BIOENG-421,Basics in bioinstrumentation,Ingénierie des sciences du vivant,Exercices,11,friday,09:15,10:00,CO121,31,1,31,non
2023-2024,HIVER,BIOENG-421,Basics in bioinstrumentation,Ingénierie des sciences du vivant,Labo,11,tuesday,08:15,10:00,CO120,40,2,40,non
2023-2024,HIVER,BIOENG-421,Basics in bioinstrumentation,Ingénierie des sciences du vivant,Labo,11,tuesday,08:15,10:00,MED21117,,2,40,non
2023-2024,HIVER,BIOENG-421,Basics in bioinstrumentation,Ingénierie des sciences du vivant,Labo,11,tuesday,10:15,12:00,MED21117,,1,,oui
2023-2024,HIVER,BIOENG-421,Basics in bioinstrumentation,Ingénierie des sciences du vivant,Labo,11,tuesday,12:15,14:00,MED21117,,1,,oui
2023-2024,HIVER,BIOENG-430,Selected topics in life sciences,Ingénierie des sciences du vivant,Cours,15,tuesday,13:15,15:00,CM013,60,1,60,non
2023-2024,HIVER,BIOENG-445,Biomedical optics,Ingénierie des sciences du vivant,Cours,41,monday,08:15,10:00,CM1100,49,1,49,non
2023-2024,HIVER,BIOENG-445,Biomedical optics,Ingénierie des sciences du vivant,Exercices,41,thursday,09:15,10:00,CM1100,49,1,49,non
2023-2024,HIVER,BIOENG-451,Scientific literature analysis in neuroscience,Ingénierie des sciences du vivant,Cours,8,wednesday,08:15,09:00,CO121,31,1,31,non
2023-2024,HIVER,BIOENG-451,Scientific literature analysis in neuroscience,Ingénierie des sciences du vivant,Exercices,8,wednesday,09:15,10:00,CO121,31,1,31,non
2023-2024,HIVER,BIOENG-455,Computational cell biology,Ingénierie des sciences du vivant,Cours,13,wednesday,12:15,14:00,BC04,40,1,40,non
2023-2024,HIVER,BIOENG-455,Computational cell biology,Ingénierie des sciences du vivant,Exercices,13,wednesday,14:15,16:00,BC04,40,1,40,non
2023-2024,HIVER,BIOENG-519,Methods: omics in biomedical research,Ingénierie des sciences du vivant,Cours,3,friday,08:15,09:00,CO120,40,1,40,non
2023-2024,HIVER,BIOENG-519,Methods: omics in biomedical research,Ingénierie des sciences du vivant,TP,3,friday,09:15,12:00,CO120,40,1,40,non
2023-2024,HIVER,CH-108(a),Chimie TP I,Chimie et génie chimique,TP,111,wednesday,08:15,12:00,BCH1103,50,5,342,non
2023-2024,HIVER,CH-108(a),Chimie TP I,Chimie et génie chimique,TP,111,wednesday,08:15,12:00,BCH1113,30,5,342,non
2023-2024,HIVER,CH-108(a),Chimie TP I,Chimie et génie chimique,TP,111,wednesday,08:15,12:00,ELD020,78,5,342,non
2023-2024,HIVER,CH-108(a),Chimie TP I,Chimie et génie chimique,TP,111,wednesday,08:15,12:00,POL315.1,84,5,342,non
2023-2024,HIVER,CH-108(a),Chimie TP I,Chimie et génie chimique,TP,111,wednesday,08:15,12:00,POL.N3.E,100,5,342,non
