label,start_datetime,end_datetime,room_capacity,room_name,course_name,course_code
exercice,2024-04-25 14:00:00,2024-04-25 15:00:00,100.0,CM1120,Dynamique des systèmes mécaniques,ME-311
projet,2024-04-25 15:00:00,2024-04-25 16:00:00,114.0,CM1105,Dynamique des systèmes mécaniques,ME-311
projet,2024-05-16 15:00:00,2024-05-16 16:00:00,114.0,CM1105,Dynamique des systèmes mécaniques,ME-311
projet,2024-05-16 15:00:00,2024-05-16 16:00:00,100.0,CM1120,Dynamique des systèmes mécaniques,ME-311
cours,2024-05-30 13:00:00,2024-05-30 14:00:00,187.0,CE12,Dynamique des systèmes mécaniques,ME-311
exercice,2024-05-30 14:00:00,2024-05-30 15:00:00,187.0,CE12,Dynamique des systèmes mécaniques,ME-311
cours,2024-05-02 13:00:00,2024-05-02 14:00:00,187.0,CE12,Dynamique des systèmes mécaniques,ME-311
exercice,2024-05-16 14:00:00,2024-05-16 15:00:00,100.0,CM1120,Dynamique des systèmes mécaniques,ME-311
cours,2024-03-05 15:00:00,2024-03-05 17:00:00,70.0,CE1104,Energy systems engineering,ChE-304
cours,2024-03-26 15:00:00,2024-03-26 17:00:00,70.0,CE1104,Energy systems engineering,ChE-304
exercice,2024-04-16 17:00:00,2024-04-16 18:00:00,70.0,CE1104,Energy systems engineering,ChE-304
cours,2024-05-14 15:00:00,2024-05-14 17:00:00,70.0,CE1104,Energy systems engineering,ChE-304
cours,2024-03-21 13:00:00,2024-03-21 15:00:00,112.0,SG0211,Behind/Beyond future cities,AR-496
cours,2024-03-28 13:00:00,2024-03-28 15:00:00,112.0,SG0211,Behind/Beyond future cities,AR-496
cours,2024-03-04 15:00:00,2024-03-04 18:00:00,59.0,GRA332,Environmental system analysis and assessment,ENV-370
cours,2024-03-11 15:00:00,2024-03-11 18:00:00,36.0,MAB1486,Environmental system analysis and assessment,ENV-370
cours,2024-03-18 15:00:00,2024-03-18 18:00:00,36.0,MAB1486,Environmental system analysis and assessment,ENV-370
exercice,2024-03-26 15:00:00,2024-03-26 17:00:00,59.0,GRA332,Environmental system analysis and assessment,ENV-370
cours,2024-04-08 15:00:00,2024-04-08 18:00:00,36.0,MAB1486,Environmental system analysis and assessment,ENV-370
cours,2024-05-13 15:00:00,2024-05-13 18:00:00,36.0,MAB1486,Environmental system analysis and assessment,ENV-370
exercice,2024-05-21 15:00:00,2024-05-21 17:00:00,59.0,GRA332,Environmental system analysis and assessment,ENV-370
exercice,2024-05-21 15:00:00,2024-05-21 17:00:00,41.0,GRB001,Environmental system analysis and assessment,ENV-370
cours,2024-05-27 15:00:00,2024-05-27 18:00:00,36.0,MAB1486,Environmental system analysis and assessment,ENV-370
exercice,2024-05-28 15:00:00,2024-05-28 17:00:00,41.0,GRB001,Environmental system analysis and assessment,ENV-370
cours,2024-02-22 16:00:00,2024-02-22 18:00:00,80.0,ODY016,Applied corporate & industry analysis,MGT-410
cours,2024-04-11 16:00:00,2024-04-11 18:00:00,80.0,ODY016,Applied corporate & industry analysis,MGT-410
cours,2024-04-18 16:00:00,2024-04-18 18:00:00,80.0,ODY016,Applied corporate & industry analysis,MGT-410
cours,2024-03-05 15:00:00,2024-03-05 17:00:00,42.0,ODY-10020,Sustainable entrepreneurship,MGT-203
cours,2024-03-26 15:00:00,2024-03-26 17:00:00,42.0,ODY-10020,Sustainable entrepreneurship,MGT-203
cours,2024-04-16 15:00:00,2024-04-16 17:00:00,42.0,ODY-10020,Sustainable entrepreneurship,MGT-203
cours,2024-04-30 15:00:00,2024-04-30 17:00:00,42.0,ODY-10020,Sustainable entrepreneurship,MGT-203
cours,2024-05-28 15:00:00,2024-05-28 17:00:00,42.0,ODY-10020,Sustainable entrepreneurship,MGT-203
exercice,2024-05-13 15:00:00,2024-05-13 16:00:00,71.0,GCA330,Conception des constructions en bois,CIVIL-433
cours,2024-03-19 15:00:00,2024-03-19 17:00:00,82.0,AAC137,Chine contemporaine,HUM-262
projet,2024-03-13 16:00:00,2024-03-13 19:00:00,100.0,CM1120,Understanding modern Switzerland II,HUM-465
projet,2024-03-20 16:00:00,2024-03-20 19:00:00,100.0,CM1120,Understanding modern Switzerland II,HUM-465
projet,2024-04-24 16:00:00,2024-04-24 19:00:00,100.0,CM1120,Understanding modern Switzerland II,HUM-465
projet,2024-05-22 16:00:00,2024-05-22 19:00:00,100.0,CM1120,Understanding modern Switzerland II,HUM-465
exercice,2024-02-22 11:00:00,2024-02-22 12:00:00,450.0,STCC78025,The software enterprise - from ideas to products,CS-311
projet,2024-03-01 09:00:00,2024-03-01 13:00:00,18.0,CHB2355,The software enterprise - from ideas to products,CS-311
cours,2024-03-12 10:00:00,2024-03-12 12:00:00,308.0,CE16,The software enterprise - from ideas to products,CS-311
cours,2024-03-21 09:00:00,2024-03-21 11:00:00,450.0,STCC78025,The software enterprise - from ideas to products,CS-311
projet,2024-03-22 09:00:00,2024-03-22 13:00:00,22.0,CM1113,The software enterprise - from ideas to products,CS-311
projet,2024-03-22 09:00:00,2024-03-22 13:00:00,22.0,ELE111,The software enterprise - from ideas to products,CS-311
exercice,2024-03-28 11:00:00,2024-03-28 12:00:00,450.0,STCC78025,The software enterprise - from ideas to products,CS-311
cours,2024-04-11 09:00:00,2024-04-11 11:00:00,450.0,STCC78025,The software enterprise - from ideas to products,CS-311
exercice,2024-04-11 11:00:00,2024-04-11 12:00:00,450.0,STCC78025,The software enterprise - from ideas to products,CS-311
projet,2024-04-19 09:00:00,2024-04-19 13:00:00,28.0,ELD120,The software enterprise - from ideas to products,CS-311
projet,2024-04-26 09:00:00,2024-04-26 13:00:00,31.0,CO121,The software enterprise - from ideas to products,CS-311
projet,2024-04-26 09:00:00,2024-04-26 13:00:00,18.0,CHB2355,The software enterprise - from ideas to products,CS-311
projet,2024-05-03 09:00:00,2024-05-03 13:00:00,36.0,INM201,The software enterprise - from ideas to products,CS-311
projet,2024-05-10 09:00:00,2024-05-10 13:00:00,38.0,INM203,The software enterprise - from ideas to products,CS-311
projet,2024-05-24 09:00:00,2024-05-24 13:00:00,23.0,GCA1416,The software enterprise - from ideas to products,CS-311
projet,2024-05-31 09:00:00,2024-05-31 13:00:00,31.0,CO121,The software enterprise - from ideas to products,CS-311
cours,2024-04-15 09:00:00,2024-04-15 12:00:00,48.0,MXG110,Métaux et alliages,MSE-236
cours,2024-03-05 15:00:00,2024-03-05 17:00:00,72.0,BS270,Risk Savvy,HUM-281
cours,2024-03-12 15:00:00,2024-03-12 17:00:00,72.0,BS270,Risk Savvy,HUM-281
cours,2024-04-09 15:00:00,2024-04-09 17:00:00,72.0,BS270,Risk Savvy,HUM-281
cours,2024-04-23 15:00:00,2024-04-23 17:00:00,72.0,BS270,Risk Savvy,HUM-281
cours,2024-04-30 15:00:00,2024-04-30 17:00:00,72.0,BS270,Risk Savvy,HUM-281
cours,2024-02-21 14:00:00,2024-02-21 16:00:00,70.0,MED01418,Coordination chemistry,CH-222
cours,2024-03-06 14:00:00,2024-03-06 16:00:00,70.0,MED01418,Coordination chemistry,CH-222
cours,2024-05-22 14:00:00,2024-05-22 16:00:00,70.0,MED01418,Coordination chemistry,CH-222
cours,2024-02-22 09:00:00,2024-02-22 11:00:00,50.0,GRA331,Hydrologie urbaine,ENV-417
cours,2024-03-14 09:00:00,2024-03-14 11:00:00,50.0,GRA331,Hydrologie urbaine,ENV-417
cours,2024-03-28 09:00:00,2024-03-28 11:00:00,50.0,GRA331,Hydrologie urbaine,ENV-417
projet,2024-04-11 15:00:00,2024-04-11 16:00:00,114.0,CM1105,Dynamique des systèmes mécaniques,ME-311
cours,2024-04-18 13:00:00,2024-04-18 14:00:00,187.0,CE12,Dynamique des systèmes mécaniques,ME-311
cours,2024-04-25 13:00:00,2024-04-25 14:00:00,187.0,CE12,Dynamique des systèmes mécaniques,ME-311
exercice,2024-05-23 14:00:00,2024-05-23 15:00:00,187.0,CE12,Dynamique des systèmes mécaniques,ME-311
projet,2024-05-23 15:00:00,2024-05-23 16:00:00,114.0,CM1105,Dynamique des systèmes mécaniques,ME-311
exercice,2024-05-30 14:00:00,2024-05-30 15:00:00,100.0,CM1120,Dynamique des systèmes mécaniques,ME-311
exercice,2024-02-27 17:00:00,2024-02-27 18:00:00,70.0,CE1104,Energy systems engineering,ChE-304
exercice,2024-04-09 17:00:00,2024-04-09 18:00:00,70.0,CE1104,Energy systems engineering,ChE-304
cours,2024-04-23 15:00:00,2024-04-23 17:00:00,70.0,CE1104,Energy systems engineering,ChE-304
cours,2024-04-25 13:00:00,2024-04-25 15:00:00,112.0,SG0211,Behind/Beyond future cities,AR-496
exercice,2024-02-27 15:00:00,2024-02-27 17:00:00,41.0,GRB001,Environmental system analysis and assessment,ENV-370
exercice,2024-03-12 15:00:00,2024-03-12 17:00:00,41.0,GRB001,Environmental system analysis and assessment,ENV-370
cours,2024-04-08 15:00:00,2024-04-08 18:00:00,59.0,GRA332,Environmental system analysis and assessment,ENV-370
exercice,2024-04-09 15:00:00,2024-04-09 17:00:00,41.0,GRB001,Environmental system analysis and assessment,ENV-370
cours,2024-05-06 15:00:00,2024-05-06 18:00:00,36.0,MAB1486,Environmental system analysis and assessment,ENV-370
exercice,2024-05-14 15:00:00,2024-05-14 17:00:00,41.0,GRB001,Environmental system analysis and assessment,ENV-370
cours,2024-03-07 16:00:00,2024-03-07 18:00:00,80.0,ODY016,Applied corporate & industry analysis,MGT-410
cours,2024-03-21 16:00:00,2024-03-21 18:00:00,80.0,ODY016,Applied corporate & industry analysis,MGT-410
cours,2024-03-28 16:00:00,2024-03-28 18:00:00,80.0,ODY016,Applied corporate & industry analysis,MGT-410
cours,2024-05-16 16:00:00,2024-05-16 18:00:00,80.0,ODY016,Applied corporate & industry analysis,MGT-410
cours,2024-03-11 13:00:00,2024-03-11 15:00:00,71.0,GCA330,Conception des constructions en bois,CIVIL-433
cours,2024-03-25 13:00:00,2024-03-25 15:00:00,71.0,GCA330,Conception des constructions en bois,CIVIL-433
exercice,2024-04-22 15:00:00,2024-04-22 16:00:00,71.0,GCA330,Conception des constructions en bois,CIVIL-433
exercice,2024-05-27 15:00:00,2024-05-27 16:00:00,71.0,GCA330,Conception des constructions en bois,CIVIL-433
cours,2024-02-27 15:00:00,2024-02-27 17:00:00,82.0,AAC137,Chine contemporaine,HUM-262
cours,2024-03-12 15:00:00,2024-03-12 17:00:00,82.0,AAC137,Chine contemporaine,HUM-262
cours,2024-03-26 15:00:00,2024-03-26 17:00:00,82.0,AAC137,Chine contemporaine,HUM-262
projet,2024-02-21 16:00:00,2024-02-21 19:00:00,100.0,CM1120,Understanding modern Switzerland II,HUM-465
projet,2024-04-10 16:00:00,2024-04-10 19:00:00,100.0,CM1120,Understanding modern Switzerland II,HUM-465
projet,2024-02-23 09:00:00,2024-02-23 13:00:00,40.0,BC03,The software enterprise - from ideas to products,CS-311
projet,2024-03-01 09:00:00,2024-03-01 13:00:00,36.0,INM201,The software enterprise - from ideas to products,CS-311
projet,2024-03-01 09:00:00,2024-03-01 13:00:00,38.0,INM203,The software enterprise - from ideas to products,CS-311
projet,2024-03-01 09:00:00,2024-03-01 13:00:00,40.0,BC03,The software enterprise - from ideas to products,CS-311
projet,2024-03-08 09:00:00,2024-03-08 13:00:00,28.0,ELD120,The software enterprise - from ideas to products,CS-311
projet,2024-03-08 09:00:00,2024-03-08 13:00:00,18.0,CHB2355,The software enterprise - from ideas to products,CS-311
cours,2024-03-14 09:00:00,2024-03-14 11:00:00,450.0,STCC78025,The software enterprise - from ideas to products,CS-311
projet,2024-03-15 09:00:00,2024-03-15 13:00:00,31.0,CO121,The software enterprise - from ideas to products,CS-311
projet,2024-03-15 09:00:00,2024-03-15 13:00:00,22.0,ELE111,The software enterprise - from ideas to products,CS-311
projet,2024-03-15 09:00:00,2024-03-15 13:00:00,40.0,BC03,The software enterprise - from ideas to products,CS-311
cours,2024-03-19 10:00:00,2024-03-19 12:00:00,308.0,CE16,The software enterprise - from ideas to products,CS-311
exercice,2024-03-19 12:00:00,2024-03-19 13:00:00,308.0,CE16,The software enterprise - from ideas to products,CS-311
exercice,2024-03-21 11:00:00,2024-03-21 12:00:00,450.0,STCC78025,The software enterprise - from ideas to products,CS-311
projet,2024-03-22 09:00:00,2024-03-22 13:00:00,38.0,INM203,The software enterprise - from ideas to products,CS-311
projet,2024-03-22 09:00:00,2024-03-22 13:00:00,28.0,ELD120,The software enterprise - from ideas to products,CS-311
projet,2024-03-22 09:00:00,2024-03-22 13:00:00,40.0,BC03,The software enterprise - from ideas to products,CS-311
projet,2024-04-12 09:00:00,2024-04-12 13:00:00,31.0,CO121,The software enterprise - from ideas to products,CS-311
projet,2024-04-19 09:00:00,2024-04-19 13:00:00,23.0,GCA1416,The software enterprise - from ideas to products,CS-311
exercice,2024-04-23 12:00:00,2024-04-23 13:00:00,308.0,CE16,The software enterprise - from ideas to products,CS-311
projet,2024-04-26 09:00:00,2024-04-26 13:00:00,28.0,ELD120,The software enterprise - from ideas to products,CS-311
projet,2024-05-03 09:00:00,2024-05-03 13:00:00,22.0,ELE111,The software enterprise - from ideas to products,CS-311
projet,2024-05-10 09:00:00,2024-05-10 13:00:00,40.0,BC03,The software enterprise - from ideas to products,CS-311
projet,2024-05-10 09:00:00,2024-05-10 13:00:00,18.0,CHB2355,The software enterprise - from ideas to products,CS-311
projet,2024-05-17 09:00:00,2024-05-17 13:00:00,18.0,CHB2355,The software enterprise - from ideas to products,CS-311
projet,2024-05-24 09:00:00,2024-05-24 13:00:00,38.0,INM203,The software enterprise - from ideas to products,CS-311
cours,2024-05-06 09:00:00,2024-05-06 12:00:00,48.0,MXG110,Métaux et alliages,MSE-236
cours,2024-05-14 15:00:00,2024-05-14 17:00:00,72.0,BS270,Risk Savvy,HUM-281
cours,2024-02-28 14:00:00,2024-02-28 16:00:00,70.0,MED01418,Coordination chemistry,CH-222
exercice,2024-03-14 11:00:00,2024-03-14 12:00:00,50.0,GRA331,Hydrologie urbaine,ENV-417
cours,2024-04-25 09:00:00,2024-04-25 11:00:00,50.0,GRA331,Hydrologie urbaine,ENV-417
cours,2024-03-21 08:00:00,2024-03-21 10:00:00,96.0,INJ218,Design in innovation: creation for adoption,MGT-406
exercice,2024-03-21 10:00:00,2024-03-21 12:00:00,96.0,INJ218,Design in innovation: creation for adoption,MGT-406
cours,2024-05-17 14:00:00,2024-05-17 16:00:00,348.0,SG1138,"Information, calcul, communication",CS-119(a)
exercice,2024-05-17 16:00:00,2024-05-17 17:00:00,114.0,INF1,"Information, calcul, communication",CS-119(a)
exercice,2024-05-17 16:00:00,2024-05-17 17:00:00,54.0,INF119,"Information, calcul, communication",CS-119(a)
exercice,2024-05-17 16:00:00,2024-05-17 17:00:00,50.0,DIA005,"Information, calcul, communication",CS-119(a)
exercice,2024-05-21 15:00:00,2024-05-21 17:00:00,39.0,BC08,"Information, calcul, communication",CS-119(a)
exercice,2024-05-24 16:00:00,2024-05-24 17:00:00,86.0,INM202,"Information, calcul, communication",CS-119(a)
exercice,2024-05-24 16:00:00,2024-05-24 17:00:00,96.0,INJ218,"Information, calcul, communication",CS-119(a)
exercice,2024-05-28 15:00:00,2024-05-28 17:00:00,128.0,INF3,"Information, calcul, communication",CS-119(a)
exercice,2024-05-31 16:00:00,2024-05-31 17:00:00,86.0,INM202,"Information, calcul, communication",CS-119(a)
cours,2024-04-10 14:00:00,2024-04-10 16:00:00,65.0,CE1103,Le projet du confort dans l'architecture du XXe s.,AR-428
cours,2024-05-08 14:00:00,2024-05-08 16:00:00,65.0,CE1103,Le projet du confort dans l'architecture du XXe s.,AR-428
projet,2024-03-20 14:00:00,2024-03-20 17:00:00,64.0,GRC001,SKIL Student Kreativity and Innovation Laboratory,PENS-315
cours,2024-03-27 13:00:00,2024-03-27 14:00:00,64.0,GRC001,SKIL Student Kreativity and Innovation Laboratory,PENS-315
cours,2024-04-10 13:00:00,2024-04-10 14:00:00,64.0,GRC001,SKIL Student Kreativity and Innovation Laboratory,PENS-315
projet,2024-05-01 14:00:00,2024-05-01 17:00:00,64.0,GRC001,SKIL Student Kreativity and Innovation Laboratory,PENS-315
cours,2024-05-29 13:00:00,2024-05-29 14:00:00,64.0,GRC001,SKIL Student Kreativity and Innovation Laboratory,PENS-315
exercice,2024-02-20 14:00:00,2024-02-20 16:00:00,5.0,MED31124,Structure des matériaux,MSE-100
exercice,2024-02-27 14:00:00,2024-02-27 16:00:00,5.0,MED31219,Structure des matériaux,MSE-100
exercice,2024-03-05 14:00:00,2024-03-05 16:00:00,122.0,ELA1,Structure des matériaux,MSE-100
exercice,2024-03-05 14:00:00,2024-03-05 16:00:00,12.0,MED31119,Structure des matériaux,MSE-100
exercice,2024-03-12 14:00:00,2024-03-12 16:00:00,,MED31122,Structure des matériaux,MSE-100
exercice,2024-03-12 14:00:00,2024-03-12 16:00:00,15.0,MED31523,Structure des matériaux,MSE-100
exercice,2024-03-19 14:00:00,2024-03-19 16:00:00,,MED31122,Structure des matériaux,MSE-100
exercice,2024-04-16 14:00:00,2024-04-16 16:00:00,122.0,ELA1,Structure des matériaux,MSE-100
exercice,2024-04-16 14:00:00,2024-04-16 16:00:00,5.0,MED31124,Structure des matériaux,MSE-100
exercice,2024-04-23 14:00:00,2024-04-23 16:00:00,7.0,MED31424,Structure des matériaux,MSE-100
exercice,2024-04-23 14:00:00,2024-04-23 16:00:00,15.0,MED31523,Structure des matériaux,MSE-100
exercice,2024-05-07 14:00:00,2024-05-07 16:00:00,15.0,MED31523,Structure des matériaux,MSE-100
exercice,2024-05-14 14:00:00,2024-05-14 16:00:00,5.0,MED31219,Structure des matériaux,MSE-100
exercice,2024-05-14 14:00:00,2024-05-14 16:00:00,12.0,MED31119,Structure des matériaux,MSE-100
exercice,2024-05-21 14:00:00,2024-05-21 16:00:00,15.0,MED31523,Structure des matériaux,MSE-100
exercice,2024-05-28 14:00:00,2024-05-28 16:00:00,122.0,ELA1,Structure des matériaux,MSE-100
exercice,2024-05-28 14:00:00,2024-05-28 16:00:00,12.0,MED31119,Structure des matériaux,MSE-100
exercice,2024-02-22 10:00:00,2024-02-22 12:00:00,62.0,INM10,Analyse II,MATH-106(e)
exercice,2024-02-29 10:00:00,2024-02-29 12:00:00,62.0,INM10,Analyse II,MATH-106(e)
exercice,2024-02-29 10:00:00,2024-02-29 12:00:00,50.0,DIA005,Analyse II,MATH-106(e)
exercice,2024-02-29 10:00:00,2024-02-29 12:00:00,50.0,DIA004,Analyse II,MATH-106(e)
exercice,2024-03-07 10:00:00,2024-03-07 12:00:00,50.0,DIA005,Analyse II,MATH-106(e)
exercice,2024-03-14 10:00:00,2024-03-14 12:00:00,40.0,BC02,Analyse II,MATH-106(e)
cours,2024-03-20 10:00:00,2024-03-20 12:00:00,342.0,CO1,Analyse II,MATH-106(e)
exercice,2024-03-28 10:00:00,2024-03-28 12:00:00,36.0,INM201,Analyse II,MATH-106(e)
exercice,2024-04-11 10:00:00,2024-04-11 12:00:00,50.0,DIA004,Analyse II,MATH-106(e)
cours,2024-03-12 15:00:00,2024-03-12 17:00:00,70.0,CE1104,Energy systems engineering,ChE-304
exercice,2024-03-12 17:00:00,2024-03-12 18:00:00,70.0,CE1104,Energy systems engineering,ChE-304
exercice,2024-05-14 17:00:00,2024-05-14 18:00:00,70.0,CE1104,Energy systems engineering,ChE-304
exercice,2024-05-21 17:00:00,2024-05-21 18:00:00,70.0,CE1104,Energy systems engineering,ChE-304
exercice,2024-05-28 17:00:00,2024-05-28 18:00:00,70.0,CE1104,Energy systems engineering,ChE-304
cours,2024-02-22 13:00:00,2024-02-22 15:00:00,112.0,SG0211,Behind/Beyond future cities,AR-496
cours,2024-04-11 13:00:00,2024-04-11 15:00:00,112.0,SG0211,Behind/Beyond future cities,AR-496
cours,2024-02-19 15:00:00,2024-02-19 18:00:00,59.0,GRA332,Environmental system analysis and assessment,ENV-370
cours,2024-02-26 15:00:00,2024-02-26 18:00:00,59.0,GRA332,Environmental system analysis and assessment,ENV-370
cours,2024-03-25 15:00:00,2024-03-25 18:00:00,59.0,GRA332,Environmental system analysis and assessment,ENV-370
cours,2024-03-25 15:00:00,2024-03-25 18:00:00,36.0,MAB1486,Environmental system analysis and assessment,ENV-370
cours,2024-05-13 15:00:00,2024-05-13 18:00:00,59.0,GRA332,Environmental system analysis and assessment,ENV-370
exercice,2024-05-14 15:00:00,2024-05-14 17:00:00,59.0,GRA332,Environmental system analysis and assessment,ENV-370
cours,2024-05-27 15:00:00,2024-05-27 18:00:00,59.0,GRA332,Environmental system analysis and assessment,ENV-370
exercice,2024-05-28 15:00:00,2024-05-28 17:00:00,59.0,GRA332,Environmental system analysis and assessment,ENV-370
cours,2024-05-23 16:00:00,2024-05-23 18:00:00,80.0,ODY016,Applied corporate & industry analysis,MGT-410
cours,2024-02-27 15:00:00,2024-02-27 17:00:00,42.0,ODY-10020,Sustainable entrepreneurship,MGT-203
cours,2024-05-14 15:00:00,2024-05-14 17:00:00,42.0,ODY-10020,Sustainable entrepreneurship,MGT-203
exercice,2024-03-25 15:00:00,2024-03-25 16:00:00,71.0,GCA330,Conception des constructions en bois,CIVIL-433
cours,2024-04-22 13:00:00,2024-04-22 15:00:00,71.0,GCA330,Conception des constructions en bois,CIVIL-433
cours,2024-05-06 13:00:00,2024-05-06 15:00:00,71.0,GCA330,Conception des constructions en bois,CIVIL-433
cours,2024-04-09 15:00:00,2024-04-09 17:00:00,82.0,AAC137,Chine contemporaine,HUM-262
cours,2024-04-16 15:00:00,2024-04-16 17:00:00,82.0,AAC137,Chine contemporaine,HUM-262
cours,2024-04-30 15:00:00,2024-04-30 17:00:00,82.0,AAC137,Chine contemporaine,HUM-262
projet,2024-05-15 16:00:00,2024-05-15 19:00:00,100.0,CM1120,Understanding modern Switzerland II,HUM-465
exercice,2024-02-20 12:00:00,2024-02-20 13:00:00,308.0,CE16,The software enterprise - from ideas to products,CS-311
projet,2024-02-23 09:00:00,2024-02-23 13:00:00,31.0,CO121,The software enterprise - from ideas to products,CS-311
cours,2024-02-27 10:00:00,2024-02-27 12:00:00,308.0,CE16,The software enterprise - from ideas to products,CS-311
exercice,2024-03-05 12:00:00,2024-03-05 13:00:00,308.0,CE16,The software enterprise - from ideas to products,CS-311
cours,2024-03-07 09:00:00,2024-03-07 11:00:00,450.0,STCC78025,The software enterprise - from ideas to products,CS-311
exercice,2024-03-07 11:00:00,2024-03-07 12:00:00,450.0,STCC78025,The software enterprise - from ideas to products,CS-311
projet,2024-03-08 09:00:00,2024-03-08 13:00:00,22.0,CM1113,The software enterprise - from ideas to products,CS-311
projet,2024-03-08 09:00:00,2024-03-08 13:00:00,22.0,ELE111,The software enterprise - from ideas to products,CS-311
projet,2024-03-15 09:00:00,2024-03-15 13:00:00,38.0,INM203,The software enterprise - from ideas to products,CS-311
projet,2024-04-19 09:00:00,2024-04-19 13:00:00,22.0,ELE111,The software enterprise - from ideas to products,CS-311
projet,2024-04-26 09:00:00,2024-04-26 13:00:00,23.0,GCA1416,The software enterprise - from ideas to products,CS-311
projet,2024-04-26 09:00:00,2024-04-26 13:00:00,22.0,ELE111,The software enterprise - from ideas to products,CS-311
exercice,2024-04-30 12:00:00,2024-04-30 13:00:00,308.0,CE16,The software enterprise - from ideas to products,CS-311
projet,2024-05-03 09:00:00,2024-05-03 13:00:00,38.0,INM203,The software enterprise - from ideas to products,CS-311
projet,2024-05-03 09:00:00,2024-05-03 13:00:00,23.0,GCA1416,The software enterprise - from ideas to products,CS-311
projet,2024-05-10 09:00:00,2024-05-10 13:00:00,28.0,ELD120,The software enterprise - from ideas to products,CS-311
projet,2024-05-17 09:00:00,2024-05-17 13:00:00,31.0,CO121,The software enterprise - from ideas to products,CS-311
cours,2024-05-30 09:00:00,2024-05-30 11:00:00,450.0,STCC78025,The software enterprise - from ideas to products,CS-311
cours,2024-03-27 14:00:00,2024-03-27 16:00:00,70.0,MED01418,Coordination chemistry,CH-222
cours,2024-04-10 14:00:00,2024-04-10 16:00:00,70.0,MED01418,Coordination chemistry,CH-222
cours,2024-05-02 09:00:00,2024-05-02 11:00:00,50.0,GRA331,Hydrologie urbaine,ENV-417
exercice,2024-05-30 11:00:00,2024-05-30 12:00:00,50.0,GRA331,Hydrologie urbaine,ENV-417
cours,2024-03-07 08:00:00,2024-03-07 10:00:00,96.0,INJ218,Design in innovation: creation for adoption,MGT-406
cours,2024-04-25 08:00:00,2024-04-25 10:00:00,96.0,INJ218,Design in innovation: creation for adoption,MGT-406
exercice,2024-05-02 10:00:00,2024-05-02 12:00:00,96.0,INJ218,Design in innovation: creation for adoption,MGT-406
exercice,2024-05-30 10:00:00,2024-05-30 12:00:00,96.0,INJ218,Design in innovation: creation for adoption,MGT-406
exercice,2024-03-07 08:00:00,2024-03-07 10:00:00,48.0,MAA112,Numerical approximation of PDEs,MATH-451
exercice,2024-04-18 08:00:00,2024-04-18 10:00:00,36.0,MAB1486,Numerical approximation of PDEs,MATH-451
cours,2024-05-31 08:00:00,2024-05-31 10:00:00,48.0,MAA112,Numerical approximation of PDEs,MATH-451
exercice,2024-02-29 08:00:00,2024-02-29 10:00:00,40.0,CO260,Deep learning for autonomous vehicles,CIVIL-459
exercice,2024-03-07 08:00:00,2024-03-07 10:00:00,41.0,CO6,Deep learning for autonomous vehicles,CIVIL-459
exercice,2024-03-07 08:00:00,2024-03-07 10:00:00,40.0,CO260,Deep learning for autonomous vehicles,CIVIL-459
exercice,2024-03-14 08:00:00,2024-03-14 10:00:00,41.0,CO6,Deep learning for autonomous vehicles,CIVIL-459
exercice,2024-03-14 08:00:00,2024-03-14 10:00:00,40.0,CO260,Deep learning for autonomous vehicles,CIVIL-459
exercice,2024-03-28 08:00:00,2024-03-28 10:00:00,41.0,CO5,Deep learning for autonomous vehicles,CIVIL-459
cours,2024-04-18 09:00:00,2024-04-18 11:00:00,50.0,GRA331,Hydrologie urbaine,ENV-417
exercice,2024-04-25 11:00:00,2024-04-25 12:00:00,50.0,GRA331,Hydrologie urbaine,ENV-417
exercice,2024-02-29 10:00:00,2024-02-29 12:00:00,96.0,INJ218,Design in innovation: creation for adoption,MGT-406
exercice,2024-03-14 10:00:00,2024-03-14 12:00:00,96.0,INJ218,Design in innovation: creation for adoption,MGT-406
cours,2024-05-02 08:00:00,2024-05-02 10:00:00,96.0,INJ218,Design in innovation: creation for adoption,MGT-406
cours,2024-05-16 08:00:00,2024-05-16 10:00:00,96.0,INJ218,Design in innovation: creation for adoption,MGT-406
exercice,2024-05-23 10:00:00,2024-05-23 12:00:00,96.0,INJ218,Design in innovation: creation for adoption,MGT-406
cours,2024-05-30 08:00:00,2024-05-30 10:00:00,96.0,INJ218,Design in innovation: creation for adoption,MGT-406
cours,2024-03-22 08:00:00,2024-03-22 10:00:00,48.0,MAA112,Numerical approximation of PDEs,MATH-451
exercice,2024-03-28 08:00:00,2024-03-28 10:00:00,36.0,MAB1486,Numerical approximation of PDEs,MATH-451
exercice,2024-05-02 08:00:00,2024-05-02 10:00:00,36.0,MAB1486,Numerical approximation of PDEs,MATH-451
exercice,2024-02-22 08:00:00,2024-02-22 10:00:00,32.0,CO4,Deep learning for autonomous vehicles,CIVIL-459
cours,2024-02-22 10:00:00,2024-02-22 12:00:00,184.0,CM11,Deep learning for autonomous vehicles,CIVIL-459
exercice,2024-03-21 08:00:00,2024-03-21 10:00:00,41.0,CO6,Deep learning for autonomous vehicles,CIVIL-459
cours,2024-04-11 10:00:00,2024-04-11 12:00:00,184.0,CM11,Deep learning for autonomous vehicles,CIVIL-459
exercice,2024-04-18 08:00:00,2024-04-18 10:00:00,40.0,CO260,Deep learning for autonomous vehicles,CIVIL-459
exercice,2024-04-25 08:00:00,2024-04-25 10:00:00,32.0,CO4,Deep learning for autonomous vehicles,CIVIL-459
